hotel_id,date,available_rooms,occupied_rooms
H017,2025-10-12,106,82
H018,2025-11-24,42,37
H019,2025-10-24,110,84
H020,2025-12-27,88,70
H021,2025-07-07,94,73
H022,2025-12-20,48,32
H023,2025-08-21,105,76
H024,2025-08-05,74,55
H025,2025-10-19,112,88
H026,2025-12-11,108,80
H027,2025-09-23,112,84
H028,2025-08-24,72,58
H029,2025-07-17,70,50
H030,2025-09-21,68,54
H031,2025-10-31,104,75
H032,2025-08-08,115,89
H033,2025-12-04,95,70
H034,2025-10-05,100,74
H035,2025-09-21,84,60
H036,2025-09-14,43,32
H037,2025-12-27,67,54
H038,2025-07-12,99,78
H039,2025-10-07,105,77
H040,2025-10-05,40,35
H041,2025-07-18,86,64
H042,2025-11-13,83,64
H043,2025-09-22,68,56
H044,2025-10-02,64,49
H045,2025-07-09,106,82
H046,2025-07-12,75,56
H047,2025-11-03,60,44
H048,2025-10-15,93,67
H049,2025-08-23,58,49
H050,2025-09-29,114,88
H001,2025-11-25,74,58
H002,2025-10-03,71,51
H003,2025-11-09,95,67
H004,2025-07-11,51,36
H005,2025-07-28,71,52
H006,2025-11-29,117,90
H007,2025-10-12,52,37
H008,2025-08-28,93,75
H009,2025-10-01,53,44
H010,2025-07-13,78,60
H011,2025-08-08,59,44
H012,2025-10-21,58,48
H013,2025-07-08,69,52
H014,2025-11-01,41,34
H015,2025-12-07,75,56
H016,2025-07-14,57,43
H017,2025-09-28,106,86
H018,2025-07-27,42,28
H019,2025-12-28,110,81
H020,2025-09-20,88,69
H021,2025-07-20,94,75
H022,2025-09-15,48,36
H023,2025-09-22,105,85
H024,2025-11-01,74,52
H025,2025-07-30,112,85
H026,2025-07-10,108,79
H027,2025-07-17,112,81
H028,2025-07-16,72,50
H029,2025-08-31,70,57
H030,2025-07-15,68,47
H031,2025-08-12,104,75
H032,2025-12-22,115,87
H033,2025-07-16,95,77
H034,2025-08-06,100,79
H035,2025-10-05,84,62
H036,2025-11-02,43,33
H037,2025-07-04,67,51
H038,2025-12-22,99,75
H039,2025-12-24,105,80
H040,2025-11-28,40,35
H041,2025-09-27,86,68
H042,2025-11-10,83,62
H043,2025-07-25,68,57
H044,2025-08-25,64,49
H045,2025-12-28,106,82
H046,2025-11-28,75,58
H047,2025-12-19,60,41
H048,2025-07-29,93,71
H049,2025-08-10,58,46
H050,2025-08-05,114,84
H001,2025-11-14,74,54
H002,2025-11-22,71,55
H003,2025-08-19,95,74
H004,2025-09-02,51,42
H005,2025-08-07,71,50
H006,2025-07-26,117,85
H007,2025-07-04,52,43
H008,2025-12-03,93,75
H009,2025-09-14,53,40
H010,2025-08-10,78,61
H011,2025-12-17,59,45
H012,2025-09-05,58,48
H013,2025-08-10,69,48
H014,2025-09-10,41,26
H015,2025-12-17,75,55
H016,2025-07-16,57,48
H017,2025-07-29,106,86
H018,2025-10-06,42,30
H019,2025-09-01,110,80
H020,2025-07-05,88,68
H021,2025-09-19,94,66
H022,2025-09-23,48,33
H023,2025-07-08,105,82
H024,2025-08-14,74,51
H025,2025-07-16,112,85
H026,2025-12-22,108,86
H027,2025-08-31,112,87
H028,2025-11-29,72,55
H029,2025-09-20,70,58
H030,2025-09-27,68,56
H031,2025-12-07,104,83
H032,2025-11-13,115,91
H033,2025-10-17,95,73
H034,2025-07-02,100,78
H035,2025-09-09,84,66
H036,2025-07-12,43,30
H037,2025-07-21,67,46
H038,2025-07-25,99,72
H039,2025-07-02,105,85
H040,2025-07-02,40,33
H041,2025-08-01,86,64
H042,2025-08-28,83,61
H043,2025-09-02,68,52
H044,2025-12-28,64,44
H045,2025-07-19,106,76
H046,2025-09-18,75,52
H047,2025-09-10,60,51
H048,2025-08-31,93,74
H049,2025-12-10,58,40
H050,2025-07-27,114,88
H001,2025-12-13,74,51
H002,2025-09-25,71,50
H003,2025-08-06,95,74
H004,2025-10-12,51,36
H005,2025-12-05,71,50
H006,2025-07-03,117,91
H007,2025-10-26,52,36
H008,2025-10-28,93,67
H009,2025-11-03,53,36
H010,2025-10-10,78,56
H011,2025-12-08,59,47
H012,2025-11-26,58,42
H013,2025-09-22,69,51
H014,2025-09-12,41,27
H015,2025-09-28,75,60
H016,2025-11-03,57,42
H017,2025-07-26,106,86
H018,2025-09-29,42,32
H019,2025-12-29,110,86
H020,2025-08-23,88,71
H021,2025-10-09,94,72
H022,2025-09-10,48,36
H023,2025-09-10,105,76
H024,2025-11-26,74,53
H025,2025-12-20,112,86
H026,2025-10-03,108,80
H027,2025-11-08,112,83
H028,2025-12-18,72,59
H029,2025-09-26,70,48
H030,2025-07-23,68,47
H031,2025-10-19,104,80
H032,2025-07-02,115,90
H033,2025-09-01,95,76
H034,2025-07-28,100,73
H035,2025-08-04,84,64
H036,2025-10-17,43,35
H037,2025-09-15,67,55
H038,2025-10-19,99,77
H039,2025-09-23,105,81
H040,2025-11-09,40,30
H041,2025-08-08,86,65
H042,2025-09-02,83,64
H043,2025-07-14,68,56
H044,2025-09-14,64,46
H045,2025-12-04,106,81
H046,2025-10-28,75,55
H047,2025-07-01,60,47
H048,2025-12-09,93,73
H049,2025-09-06,58,46
H050,2025-10-13,114,92
H001,2025-08-11,74,54
H002,2025-11-02,71,51
H003,2025-10-04,95,69
H004,2025-08-23,51,42
H005,2025-12-24,71,51
H006,2025-11-21,117,89
H007,2025-10-13,52,41
H008,2025-08-16,93,73
H009,2025-12-16,53,41
H010,2025-07-15,78,54
H011,2025-11-20,59,44
H012,2025-09-17,58,45
H013,2025-08-17,69,50
H014,2025-10-16,41,31
H015,2025-09-05,75,54
H016,2025-09-25,57,39
H017,2025-10-11,106,85
H018,2025-10-22,42,29
H019,2025-08-23,110,80
H020,2025-12-09,88,65
H021,2025-07-06,94,66
H022,2025-08-31,48,38
H023,2025-08-06,105,85
H024,2025-08-22,74,61
H025,2025-12-26,112,88
H026,2025-08-06,108,85
H027,2025-07-13,112,89
H028,2025-09-17,72,60
H029,2025-12-08,70,50
H030,2025-10-18,68,52
H031,2025-08-09,104,77
H032,2025-09-17,115,90
H033,2025-11-06,95,72
H034,2025-09-16,100,75
H035,2025-12-16,84,69
H036,2025-08-06,43,34
H037,2025-10-17,67,46
H038,2025-07-11,99,79
H039,2025-07-18,105,80
H040,2025-11-12,40,31
H041,2025-11-04,86,61
H042,2025-11-04,83,62
H043,2025-08-30,68,55
H044,2025-07-03,64,44
H045,2025-07-06,106,80
H046,2025-10-12,75,54
H047,2025-10-13,60,42
H048,2025-10-20,93,72
H049,2025-12-18,58,44
H050,2025-07-03,114,84
H001,2025-11-14,74,55
H002,2025-08-16,71,55
H003,2025-09-10,95,70
H004,2025-08-18,51,37
H005,2025-10-16,71,50
H006,2025-12-02,117,84
H007,2025-12-12,52,36
H008,2025-07-06,93,74
H009,2025-08-25,53,44
H010,2025-12-22,78,64
H011,2025-09-21,59,40
H012,2025-07-10,58,40
H013,2025-12-23,69,52
H014,2025-12-30,41,30
H015,2025-07-06,75,55
H016,2025-08-27,57,42
H017,2025-09-09,106,78
H018,2025-07-06,42,29
H019,2025-12-22,110,89
H020,2025-07-05,88,67
H021,2025-08-23,94,75
H022,2025-10-20,48,34
H023,2025-09-21,105,83
H024,2025-10-29,74,52
H025,2025-07-25,112,81
H026,2025-08-31,108,82
H027,2025-08-17,112,88
H028,2025-12-06,72,55
H029,2025-10-15,70,57
H030,2025-07-02,68,55
H031,2025-12-26,104,78
H032,2025-09-30,115,86
H033,2025-08-08,95,75
H034,2025-08-23,100,74
H035,2025-11-24,84,67
H036,2025-10-26,43,38
H037,2025-07-17,67,54
H038,2025-11-18,99,75
H039,2025-11-25,105,78
H040,2025-09-02,40,25
H041,2025-07-05,86,64
H042,2025-09-23,83,63
H043,2025-10-28,68,50
H044,2025-07-16,64,48
H045,2025-09-30,106,84
H046,2025-09-04,75,62
H047,2025-12-01,60,43
H048,2025-12-22,93,72
H049,2025-10-23,58,41
H050,2025-12-13,114,87
H001,2025-07-31,74,51
H002,2025-11-29,71,50
H003,2025-11-11,95,70
H004,2025-12-22,51,36
H005,2025-10-10,71,56
H006,2025-07-27,117,85
H007,2025-12-29,52,38
H008,2025-07-06,93,74
H009,2025-10-16,53,36
H010,2025-10-09,78,56
H011,2025-12-12,59,49
H012,2025-07-13,58,45
H013,2025-10-05,69,57
H014,2025-07-03,41,33
H015,2025-10-14,75,59
H016,2025-10-23,57,42
H017,2025-10-11,106,80
H018,2025-12-19,42,29
H019,2025-10-31,110,79
H020,2025-10-24,88,64
H021,2025-10-12,94,68
H022,2025-07-01,48,37
H023,2025-09-16,105,76
H024,2025-08-08,74,61
H025,2025-07-29,112,90
H026,2025-12-09,108,84
H027,2025-11-18,112,88
H028,2025-12-03,72,50
H029,2025-10-01,70,54
H030,2025-11-22,68,56
H031,2025-10-05,104,80
H032,2025-07-24,115,85
H033,2025-10-11,95,68
H034,2025-07-28,100,73
H035,2025-08-05,84,60
H036,2025-07-10,43,34
H037,2025-11-12,67,54
H038,2025-11-17,99,72
H039,2025-12-10,105,78
H040,2025-08-26,40,35
H041,2025-08-17,86,65
H042,2025-08-27,83,67
H043,2025-09-24,68,57
H044,2025-09-25,64,45
H045,2025-07-20,106,86
H046,2025-11-25,75,55
H047,2025-09-13,60,46
H048,2025-09-02,93,70
H049,2025-11-02,58,49
H050,2025-10-06,114,91
H001,2025-07-30,74,51
H002,2025-08-04,71,56
H003,2025-07-08,95,69
H004,2025-09-28,51,37
H005,2025-12-03,71,49
H006,2025-12-17,117,86
H007,2025-12-14,52,39
H008,2025-12-16,93,70
H009,2025-12-26,53,41
H010,2025-08-21,78,55
H011,2025-07-11,59,43
H012,2025-08-12,58,44
H013,2025-08-05,69,54
H014,2025-07-09,41,36
H015,2025-12-06,75,55
H016,2025-08-07,57,40
H017,2025-11-25,106,83
H018,2025-07-08,42,35
H019,2025-07-04,110,82
H020,2025-07-07,88,66
H021,2025-09-16,94,67
H022,2025-08-12,48,41
H023,2025-10-07,105,82
H024,2025-10-09,74,59
H025,2025-08-01,112,87
H026,2025-07-01,108,77
H027,2025-07-23,112,82
H028,2025-12-14,72,55
H029,2025-08-03,70,56
H030,2025-07-26,68,53
H031,2025-07-21,104,84
H032,2025-11-13,115,83
H033,2025-12-01,95,70
H034,2025-12-17,100,73
H035,2025-10-27,84,63
H036,2025-12-04,43,38
H037,2025-09-04,67,49
H038,2025-10-06,99,78
H039,2025-07-26,105,81
H040,2025-11-08,40,35
H041,2025-11-19,86,62
H042,2025-08-05,83,63
H043,2025-12-26,68,50
H044,2025-10-04,64,45
H045,2025-10-12,106,78
H046,2025-07-04,75,59
H047,2025-07-17,60,42
H048,2025-10-24,93,71
H049,2025-10-21,58,39
H050,2025-10-30,114,85
H001,2025-08-19,74,51
H002,2025-12-13,71,57
H003,2025-10-21,95,68
H004,2025-10-06,51,44
H005,2025-09-22,71,51
H006,2025-10-03,117,85
H007,2025-11-14,52,37
H008,2025-10-14,93,67
H009,2025-11-01,53,40
H010,2025-11-08,78,58
H011,2025-11-24,59,47
H012,2025-07-13,58,44
H013,2025-12-25,69,55
H014,2025-11-04,41,34
H015,2025-09-30,75,57
H016,2025-09-20,57,47
H017,2025-08-13,106,83
H018,2025-09-10,42,29
H019,2025-09-01,110,79
H020,2025-12-21,88,66
H021,2025-11-09,94,67
H022,2025-12-16,48,32
H023,2025-12-03,105,77
H024,2025-08-27,74,54
H025,2025-09-11,112,81
H026,2025-08-11,108,84
H027,2025-09-26,112,85
H028,2025-08-24,72,52
H029,2025-09-24,70,54
H030,2025-07-26,68,52
H031,2025-09-10,104,75
H032,2025-12-20,115,83
H033,2025-11-16,95,68
H034,2025-12-06,100,80
H035,2025-08-19,84,68
H036,2025-10-12,43,28
H037,2025-11-14,67,54
H038,2025-07-25,99,73
H039,2025-09-21,105,76
H040,2025-10-20,40,25
H041,2025-09-05,86,69
H042,2025-11-09,83,60
H043,2025-08-05,68,54
H044,2025-12-17,64,46
H045,2025-11-05,106,76
H046,2025-10-08,75,60
H047,2025-12-08,60,50
H048,2025-12-10,93,66
H049,2025-07-17,58,39
H050,2025-12-11,114,90
H001,2025-10-13,74,51
H002,2025-12-02,71,55
H003,2025-10-02,95,72
H004,2025-07-18,51,42
H005,2025-11-09,71,56
H006,2025-10-03,117,89
H007,2025-10-17,52,35
H008,2025-09-20,93,74
H009,2025-12-03,53,43
H010,2025-11-11,78,61
H011,2025-11-16,59,42
H012,2025-12-23,58,39
H013,2025-09-28,69,57
H014,2025-08-07,41,36
H015,2025-11-02,75,54
H016,2025-12-02,57,48
H017,2025-09-30,106,85
H018,2025-11-29,42,29
H019,2025-08-24,110,83
H020,2025-10-24,88,63
H021,2025-12-22,94,73
H022,2025-07-16,48,39
H023,2025-11-19,105,85
H024,2025-10-22,74,58
H025,2025-10-20,112,89
H026,2025-11-04,108,77
H027,2025-09-11,112,82
H028,2025-08-06,72,55
H029,2025-10-04,70,53
H030,2025-09-15,68,51
H031,2025-11-14,104,84
H032,2025-10-10,115,90
H033,2025-07-05,95,74
H034,2025-10-16,100,77
H035,2025-12-07,84,62
H036,2025-07-05,43,31
H037,2025-10-10,67,49
H038,2025-07-18,99,78
H039,2025-11-28,105,79
H040,2025-08-23,40,35
H041,2025-11-18,86,61
H042,2025-08-08,83,60
H043,2025-11-26,68,50
H044,2025-10-25,64,44
H045,2025-07-24,106,76
H046,2025-08-12,75,58
H047,2025-11-20,60,47
H048,2025-10-20,93,71
H049,2025-11-09,58,47
H050,2025-12-26,114,89
H001,2025-10-08,74,51
H002,2025-11-30,71,52
H003,2025-12-06,95,77
H004,2025-09-13,51,44
H005,2025-07-26,71,53
H006,2025-08-23,117,84
H007,2025-08-22,52,36
H008,2025-09-14,93,72
H009,2025-10-21,53,41
H010,2025-08-13,78,62
H011,2025-08-14,59,48
H012,2025-10-27,58,39
H013,2025-08-22,69,56
H014,2025-11-09,41,34
H015,2025-12-17,75,54
H016,2025-10-20,57,44
H017,2025-09-21,106,85
H018,2025-12-09,42,34
H019,2025-09-24,110,89
H020,2025-08-28,88,67
H021,2025-11-17,94,68
H022,2025-07-12,48,34
H023,2025-11-14,105,80
H024,2025-08-07,74,54
H025,2025-12-23,112,86
H026,2025-07-26,108,78
H027,2025-09-03,112,88
H028,2025-11-11,72,55
H029,2025-11-25,70,48
H030,2025-11-16,68,53
H031,2025-11-18,104,80
H032,2025-10-23,115,89
H033,2025-09-06,95,69
H034,2025-10-11,100,73
H035,2025-08-07,84,67
H036,2025-11-20,43,29
H037,2025-07-28,67,48
H038,2025-09-13,99,73
H039,2025-11-12,105,79
H040,2025-12-03,40,31
H041,2025-10-02,86,60
H042,2025-12-05,83,62
H043,2025-11-18,68,55
H044,2025-10-05,64,47
H045,2025-09-04,106,83
H046,2025-08-11,75,61
H047,2025-07-10,60,47
H048,2025-07-25,93,71
H049,2025-12-20,58,49
H050,2025-08-09,114,87
H001,2025-09-30,74,58
H002,2025-08-04,71,57
H003,2025-07-21,95,70
H004,2025-09-04,51,34
H005,2025-12-30,71,52
H006,2025-07-02,117,90
H007,2025-07-28,52,38
H008,2025-08-23,93,70
H009,2025-11-22,53,37
H010,2025-11-07,78,55
H011,2025-08-15,59,47
H012,2025-09-10,58,44
H013,2025-10-24,69,47
H014,2025-09-13,41,36
H015,2025-12-16,75,53
H016,2025-12-11,57,45
H017,2025-07-08,106,85
H018,2025-10-26,42,36
H019,2025-07-01,110,87
H020,2025-08-11,88,66
H021,2025-07-01,94,71
H022,2025-12-11,48,38
H023,2025-08-10,105,76
H024,2025-07-27,74,56
H025,2025-09-16,112,85
H026,2025-08-07,108,77
H027,2025-10-21,112,85
H028,2025-12-29,72,53
H029,2025-07-21,70,55
H030,2025-09-08,68,57
H031,2025-12-02,104,78
H032,2025-09-17,115,85
H033,2025-10-17,95,72
H034,2025-09-30,100,77
H035,2025-08-20,84,60
H036,2025-11-17,43,34
H037,2025-12-07,67,46
H038,2025-09-17,99,77
H039,2025-07-10,105,78
H040,2025-12-02,40,35
H041,2025-10-09,86,64
H042,2025-08-22,83,61
H043,2025-09-27,68,51
H044,2025-07-29,64,52
H045,2025-08-02,106,86
H046,2025-12-24,75,54
H047,2025-11-14,60,50
H048,2025-11-04,93,75
H049,2025-11-24,58,39
H050,2025-07-28,114,89
H001,2025-08-07,74,52
H002,2025-12-24,71,49
H003,2025-07-19,95,67
H004,2025-09-14,51,35
H005,2025-07-17,71,49
H006,2025-07-27,117,93
H007,2025-10-13,52,42
H008,2025-08-21,93,70
H009,2025-10-19,53,45
H010,2025-12-01,78,58
H011,2025-11-16,59,44
H012,2025-09-15,58,43
H013,2025-11-17,69,48
H014,2025-09-23,41,36
H015,2025-07-02,75,55
H016,2025-08-08,57,45
H017,2025-08-16,106,77
H018,2025-12-14,42,34
H019,2025-09-10,110,80
H020,2025-10-20,88,68
H021,2025-11-27,94,72
H022,2025-08-02,48,39
H023,2025-11-26,105,82
H024,2025-09-28,74,56
H025,2025-07-14,112,89
H026,2025-07-05,108,79
H027,2025-11-16,112,82
H028,2025-07-09,72,59
H029,2025-12-04,70,49
H030,2025-12-29,68,55
H031,2025-08-07,104,78
H032,2025-10-07,115,91
H033,2025-08-25,95,76
H034,2025-08-22,100,73
H035,2025-10-17,84,61
H036,2025-11-25,43,38
H037,2025-09-08,67,46
H038,2025-07-06,99,80
H039,2025-11-06,105,79
H040,2025-11-11,40,25
H041,2025-10-02,86,70
H042,2025-11-11,83,63
H043,2025-12-06,68,54
H044,2025-09-19,64,47
H045,2025-12-05,106,77
H046,2025-11-14,75,53
H047,2025-11-20,60,51
H048,2025-09-05,93,66
H049,2025-11-08,58,47
H050,2025-11-01,114,89
H001,2025-07-04,74,61
H002,2025-07-22,71,54
H003,2025-08-17,95,67
H004,2025-08-30,51,43
H005,2025-08-01,71,50
H006,2025-08-25,117,89
H007,2025-08-11,52,37
H008,2025-09-22,93,76
H009,2025-12-24,53,40
H010,2025-09-07,78,59
H011,2025-12-08,59,46
H012,2025-11-22,58,42
H013,2025-08-27,69,47
H014,2025-10-31,41,36
H015,2025-07-30,75,62
H016,2025-09-16,57,45
H017,2025-09-23,106,86
H018,2025-10-21,42,27
H019,2025-12-11,110,87
H020,2025-07-29,88,70
H021,2025-10-27,94,76
H022,2025-07-11,48,38
H023,2025-10-30,105,78
H024,2025-08-04,74,61
H025,2025-11-08,112,83
H026,2025-10-19,108,82
H027,2025-10-03,112,81
H028,2025-10-22,72,52
H029,2025-09-20,70,50
H030,2025-08-09,68,54
H031,2025-09-10,104,80
H032,2025-07-21,115,92
H033,2025-11-15,95,74
H034,2025-09-21,100,81
H035,2025-09-07,84,68
H036,2025-12-07,43,28
H037,2025-11-15,67,48
H038,2025-08-20,99,71
H039,2025-07-14,105,78
H040,2025-07-09,40,27
H041,2025-11-30,86,69
H042,2025-08-22,83,62
H043,2025-07-26,68,53
H044,2025-09-13,64,46
H045,2025-09-10,106,84
H046,2025-09-14,75,59
H047,2025-10-26,60,51
H048,2025-10-26,93,72
H049,2025-10-22,58,43
H050,2025-08-23,114,90
H001,2025-08-08,74,61
H002,2025-10-14,71,55
H003,2025-10-23,95,69
H004,2025-09-11,51,44
H005,2025-08-01,71,53
H006,2025-11-26,117,89
H007,2025-08-27,52,38
H008,2025-07-29,93,73
H009,2025-07-22,53,38
H010,2025-08-08,78,56
H011,2025-12-14,59,44
H012,2025-07-22,58,39
H013,2025-09-28,69,51
H014,2025-11-25,41,33
H015,2025-08-24,75,59
H016,2025-11-26,57,38
H017,2025-09-07,106,85
H018,2025-11-15,42,32
H019,2025-09-26,110,83
H020,2025-12-11,88,66
H021,2025-07-27,94,74
H022,2025-07-29,48,33
H023,2025-07-09,105,82
H024,2025-09-12,74,61
H025,2025-11-03,112,81
H026,2025-11-06,108,80
H027,2025-07-19,112,86
H028,2025-07-29,72,58
H029,2025-08-13,70,49
H030,2025-11-21,68,51
H031,2025-08-11,104,77
H032,2025-12-18,115,89
H033,2025-08-21,95,67
H034,2025-12-07,100,76
H035,2025-10-19,84,61
H036,2025-11-08,43,30
H037,2025-12-20,67,51
H038,2025-12-14,99,74
H039,2025-10-21,105,80
H040,2025-11-19,40,31
H041,2025-11-14,86,61
H042,2025-12-27,83,60
H043,2025-07-21,68,56
H044,2025-09-08,64,48
H045,2025-08-24,106,80
H046,2025-12-05,75,62
H047,2025-12-12,60,46
H048,2025-07-23,93,75
H049,2025-11-23,58,39
H050,2025-11-15,114,83
H001,2025-11-17,74,57
H002,2025-12-14,71,59
H003,2025-10-25,95,77
H004,2025-12-29,51,38
H005,2025-09-10,71,59
H006,2025-09-12,117,93
H007,2025-10-05,52,35
H008,2025-08-12,93,67
H009,2025-08-04,53,41
H010,2025-09-28,78,64
H011,2025-12-07,59,45
H012,2025-11-23,58,49
H013,2025-08-09,69,48
H014,2025-07-18,41,36
H015,2025-08-26,75,54
H016,2025-10-10,57,44
H017,2025-07-21,106,85
H018,2025-12-20,42,33
H019,2025-11-26,110,81
H020,2025-11-10,88,70
H021,2025-11-09,94,70
H022,2025-10-23,48,39
H023,2025-08-03,105,77
H024,2025-11-04,74,59
H025,2025-12-20,112,90
H026,2025-08-15,108,86
H027,2025-11-24,112,86
H028,2025-12-06,72,58
H029,2025-12-06,70,55
H030,2025-10-15,68,47
H031,2025-10-21,104,78
H032,2025-11-14,115,82
H033,2025-10-08,95,71
H034,2025-09-23,100,71
H035,2025-09-16,84,60
H036,2025-09-26,43,35
H037,2025-12-02,67,54
H038,2025-12-16,99,75
H039,2025-09-06,105,77
H040,2025-09-02,40,33
H041,2025-10-15,86,67
H042,2025-12-06,83,68
H043,2025-12-28,68,48
H044,2025-11-07,64,48
H045,2025-10-03,106,80
H046,2025-11-22,75,62
H047,2025-11-29,60,51
H048,2025-12-20,93,70
H049,2025-08-13,58,43
H050,2025-08-04,114,87
H001,2025-12-31,74,55
H002,2025-07-20,71,56
H003,2025-09-09,95,76
H004,2025-11-19,51,44
H005,2025-08-27,71,56
H006,2025-09-01,117,93
H007,2025-12-21,52,45
H008,2025-07-19,93,76
H009,2025-07-17,53,45
H010,2025-11-15,78,63
H011,2025-08-11,59,42
H012,2025-08-07,58,39
H013,2025-10-08,69,47
H014,2025-11-25,41,29
H015,2025-12-07,75,61
H016,2025-07-17,57,45
H017,2025-08-24,106,77
H018,2025-11-30,42,30
H019,2025-11-12,110,83
H020,2025-07-26,88,67
H021,2025-07-06,94,76
H022,2025-12-14,48,34
H023,2025-11-05,105,77
H024,2025-07-31,74,53
H025,2025-10-15,112,90
H026,2025-07-04,108,79
H027,2025-11-18,112,84
H028,2025-08-30,72,54
H029,2025-10-20,70,48
H030,2025-07-05,68,49
H031,2025-10-27,104,78
H032,2025-11-10,115,85
H033,2025-09-29,95,73
H034,2025-12-07,100,81
H035,2025-08-18,84,68
H036,2025-12-16,43,37
H037,2025-10-06,67,47
H038,2025-12-22,99,76
H039,2025-08-16,105,75
H040,2025-10-26,40,33
H041,2025-10-15,86,66
H042,2025-11-22,83,59
H043,2025-09-11,68,48
H044,2025-12-28,64,50
H045,2025-10-10,106,86
H046,2025-10-28,75,54
H047,2025-08-18,60,50
H048,2025-07-08,93,68
H049,2025-07-22,58,40
H050,2025-09-08,114,84
H001,2025-09-11,74,59
H002,2025-09-12,71,49
H003,2025-07-27,95,77
H004,2025-09-03,51,43
H005,2025-10-05,71,52
H006,2025-10-14,117,90
H007,2025-09-23,52,36
H008,2025-08-28,93,67
H009,2025-12-13,53,44
H010,2025-11-05,78,54
H011,2025-07-16,59,47
H012,2025-12-04,58,44
H013,2025-12-17,69,49
H014,2025-12-20,41,31
H015,2025-11-10,75,52
H016,2025-08-30,57,39
H017,2025-10-01,106,82
H018,2025-10-22,42,29
H019,2025-11-13,110,88
H020,2025-10-13,88,69
H021,2025-10-22,94,74
H022,2025-08-16,48,40
H023,2025-07-05,105,81
H024,2025-09-14,74,56
H025,2025-09-11,112,86
H026,2025-12-28,108,85
H027,2025-12-27,112,82
H028,2025-09-07,72,52
H029,2025-08-04,70,57
H030,2025-12-29,68,54
H031,2025-08-13,104,81
H032,2025-09-19,115,88
H033,2025-10-24,95,71
H034,2025-10-13,100,81
H035,2025-10-01,84,67
H036,2025-08-09,43,36
H037,2025-11-18,67,46
H038,2025-10-19,99,78
H039,2025-10-03,105,81
H040,2025-11-21,40,33
H041,2025-07-07,86,67
H042,2025-11-23,83,65
H043,2025-10-21,68,51
H044,2025-12-26,64,45
H045,2025-12-05,106,79
H046,2025-12-14,75,56
H047,2025-07-10,60,47
H048,2025-10-01,93,67
H049,2025-08-11,58,44
H050,2025-11-29,114,90
H001,2025-08-21,74,58
H002,2025-12-04,71,57
H003,2025-09-16,95,73
H004,2025-09-12,51,34
H005,2025-10-31,71,53
H006,2025-11-17,117,91
H007,2025-07-14,52,37
H008,2025-09-20,93,76
H009,2025-10-31,53,40
H010,2025-11-10,78,62
H011,2025-10-06,59,45
H012,2025-07-02,58,40
H013,2025-08-10,69,53
H014,2025-12-21,41,34
H015,2025-09-14,75,62
H016,2025-12-16,57,42
H017,2025-10-13,106,78
H018,2025-08-06,42,33
H019,2025-12-22,110,82
H020,2025-11-08,88,65
H021,2025-12-28,94,73
H022,2025-09-16,48,38
H023,2025-08-30,105,79
H024,2025-12-16,74,59
H025,2025-07-10,112,85
H026,2025-07-11,108,82
H027,2025-12-29,112,85
H028,2025-12-29,72,50
H029,2025-08-19,70,53
H030,2025-11-24,68,48
H031,2025-10-03,104,76
H032,2025-11-23,115,90
H033,2025-12-30,95,67
H034,2025-10-25,100,73
H035,2025-07-24,84,68
H036,2025-07-05,43,29
H037,2025-08-21,67,46
H038,2025-08-27,99,76
H039,2025-10-08,105,84
H040,2025-10-19,40,34
H041,2025-10-05,86,67
H042,2025-10-30,83,68
H043,2025-12-22,68,53
H044,2025-09-06,64,54
H045,2025-08-25,106,84
H046,2025-08-15,75,52
H047,2025-10-13,60,43
H048,2025-10-29,93,74
H049,2025-07-26,58,49
H050,2025-11-13,114,83
H001,2025-12-02,74,54
H002,2025-11-07,71,50
H003,2025-07-23,95,67
